Barcode,Barcode_Prefix,Barcode_Postfix,Barcode_Postfix_Diff
A0014052179,A,0014052179,26
A0014053680,A,0014053680,266
A0014053946,A,0014053946,55
A0014054001,A,0014054001,55
A0014054290,A,0014054290,34
A0014054324,A,0014054324,16
A0014054340,A,0014054340,16
A0014054407,A,0014054407,67
A0014058812,A,0014058812,552
A0014059364,A,0014059364,552
A0014059968,A,0014059968,105
A0014060073,A,0014060073,8
A0014060081,A,0014060081,8
A0014060438,A,0014060438,57
A0014060495,A,0014060495,57
A0014060966,A,0014060966,471
A0014062590,A,0014062590,1624
A0014067144,A,0014067144,710
A0014067854,A,0014067854,288
A0014068142,A,0014068142,288
A0014069512,A,0014069512,380
A0014069892,A,0014069892,380
A0014072086,A,0014072086,636
A0014072722,A,0014072722,125
A0014072847,A,0014072847,7
A0014072854,A,0014072854,7
A0014073266,A,0014073266,412
A0014075402,A,0014075402,364
A0014075766,A,0014075766,364
A0014079081,A,0014079081,414
A0014079495,A,0014079495,414
A0014082366,A,0014082366,2327
A0014084693,A,0014084693,141
A0014084834,A,0014084834,141
A0014085781,A,0014085781,91
A0014085872,A,0014085872,91
A0014087936,A,0014087936,940
A0014088876,A,0014088876,188
A0014089064,A,0014089064,188
A0014090021,A,0014090021,75
A0014090096,A,0014090096,75
A0014090302,A,0014090302,206
A0014090641,A,0014090641,25
A0014090666,A,0014090666,16
A0014090682,A,0014090682,16
A0014090757,A,0014090757,75
A0014090880,A,0014090880,123
A0014093025,A,0014093025,49
A0014093074,A,0014093074,49
A0014093132,A,0014093132,8
A0014093140,A,0014093140,8
A0014103899,A,0014103899,345
A0014104244,A,0014104244,91
A0014104335,A,0014104335,91
A0014104590,A,0014104590,255
A0014106603,A,0014106603,1362
A0014107965,A,0014107965,48
A0014108013,A,0014108013,26
A0014108039,A,0014108039,26
A0014108674,A,0014108674,561
A0014109235,A,0014109235,247
A0014109482,A,0014109482,117
A0014109599,A,0014109599,65
A0014109664,A,0014109664,65
A0014127849,A,0014127849,3126
A0014130975,A,0014130975,3126
A0014135578,A,0014135578,107
A0014135685,A,0014135685,107
A0014135941,A,0014135941,148
A0014136089,A,0014136089,73
A0014136162,A,0014136162,73
A0014136568,A,0014136568,8
A0014136576,A,0014136576,8
A0014138598,A,0014138598,141
A0014138739,A,0014138739,141
A0014139455,A,0014139455,34
A0014139489,A,0014139489,34
A0014143671,A,0014143671,4182
A0014150387,A,0014150387,1939
A0014152326,A,0014152326,437
A0014152763,A,0014152763,58
A0014152821,A,0014152821,58
A0014153233,A,0014153233,412
A0014156053,A,0014156053,84
A0014156137,A,0014156137,65
A0014156202,A,0014156202,65
A0014160501,A,0014160501,982
A0014161483,A,0014161483,456
A0014161939,A,0014161939,456
A0014162515,A,0014162515,57
A0014162572,A,0014162572,57
A0014162754,A,0014162754,84
A0014162838,A,0014162838,15
A0014162853,A,0014162853,15
A0014175970,A,0014175970,157
A0014176127,A,0014176127,157
A0014176499,A,0014176499,16
A0014176515,A,0014176515,16
A0014176549,A,0014176549,34
A0014177067,A,0014177067,24
A0014177091,A,0014177091,24
A0014177539,A,0014177539,8
A0014177547,A,0014177547,8
A0014178362,A,0014178362,175
A0014178537,A,0014178537,175
A0014178776,A,0014178776,239
A0014179089,A,0014179089,198
A0014179287,A,0014179287,198
A0014179568,A,0014179568,248
A0014179816,A,0014179816,16
A0014179832,A,0014179832,16
A0014179998,A,0014179998,22
A0014180020,A,0014180020,22
A0014180145,A,0014180145,125
A0014180467,A,0014180467,322
A0014183008,A,0014183008,503
A0014183511,A,0014183511,182
A0014183693,A,0014183693,8
A0014183701,A,0014183701,8
A0014184295,A,0014184295,594
A0014186563,A,0014186563,446
A0014187009,A,0014187009,32
A0014187041,A,0014187041,32
A0014187074,A,0014187074,33
A0014188858,A,0014188858,8
A0014188866,A,0014188866,8
A0014189070,A,0014189070,204
A0014192900,A,0014192900,3308
A0014196208,A,0014196208,91
A0014196299,A,0014196299,24
A0014196323,A,0014196323,24
A0014196380,A,0014196380,57
A0014197016,A,0014197016,636
A0014203418,A,0014203418,2326
A0014205744,A,0014205744,404
A0014206148,A,0014206148,23
A0014206171,A,0014206171,23
A0014207153,A,0014207153,26
A0014207179,A,0014207179,26
A0014207633,A,0014207633,49
A0014207682,A,0014207682,49
A0014211031,A,0014211031,18
A0014211049,A,0014211049,7
A0014211056,A,0014211056,7
A0014211171,A,0014211171,76
A0014211247,A,0014211247,76
A0014212880,A,0014212880,321
A0014213201,A,0014213201,42
A0014213243,A,0014213243,42
A0014213730,A,0014213730,67
A0014213797,A,0014213797,8
A0014213805,A,0014213805,8
A0014213896,A,0014213896,91
A0014214084,A,0014214084,16
A0014214100,A,0014214100,16
A0014214142,A,0014214142,42
A0014214290,A,0014214290,148
A0014214522,A,0014214522,174
A0014214696,A,0014214696,174
A0014214993,A,0014214993,297
A0014224349,A,0014224349,57
A0014224406,A,0014224406,57
A0014224497,A,0014224497,91
A0014224794,A,0014224794,50
A0014224844,A,0014224844,7
A0014224851,A,0014224851,7
A0014225015,A,0014225015,57
A0014225072,A,0014225072,57
A0014225239,A,0014225239,167
A0014225510,A,0014225510,18
A0014225528,A,0014225528,18
A0014237895,A,0014237895,553
A0014238448,A,0014238448,553
A0014240428,A,0014240428,1420
A0014241848,A,0014241848,302
A0014242150,A,0014242150,302
A0014247761,A,0014247761,5175
A0014252936,A,0014252936,237
A0014253173,A,0014253173,216
A0014253389,A,0014253389,216
A0014253934,A,0014253934,214
A0014254148,A,0014254148,214
A0014254486,A,0014254486,107
A0014254593,A,0014254593,107
A0014265797,A,0014265797,8580
A0014274377,A,0014274377,42
A0014274419,A,0014274419,24
A0014274443,A,0014274443,24
A0014274757,A,0014274757,314
A0014275176,A,0014275176,232
A0014275408,A,0014275408,8
A0014275416,A,0014275416,8
A0014276026,A,0014276026,610
A0014277263,A,0014277263,1237
A0014279558,A,0014279558,8
A0014279566,A,0014279566,8
A0014279657,A,0014279657,91
A0014279871,A,0014279871,42
A0014279913,A,0014279913,42
A0014279996,A,0014279996,83
A0014280283,A,0014280283,34
A0014280317,A,0014280317,34
A0014280374,A,0014280374,8
A0014280382,A,0014280382,8
A0014280390,A,0014280390,8
A0014280549,A,0014280549,159
A0014281752,A,0014281752,272
A0014282024,A,0014282024,41
A0014282065,A,0014282065,41
A0014282545,A,0014282545,49
A0014282594,A,0014282594,49
A0014282651,A,0014282651,57
A0014283287,A,0014283287,636
A0014286546,A,0014286546,322
A0014286868,A,0014286868,16
A0014286884,A,0014286884,16
A0014286942,A,0014286942,41
A0014286983,A,0014286983,41
A0014287122,A,0014287122,139
A0014288021,A,0014288021,323
A0014288344,A,0014288344,239
A0014288583,A,0014288583,8
A0014288591,A,0014288591,8
A0014288807,A,0014288807,42
A0014288849,A,0014288849,42
A0014289037,A,0014289037,188
A0014289458,A,0014289458,115
A0014289573,A,0014289573,115
A0014289789,A,0014289789,190
A0014289979,A,0014289979,190
A0014295026,A,0014295026,4721
A0014299747,A,0014299747,4721
A0014306187,A,0014306187,6440
A0014315808,A,0014315808,9621
A0014327472,A,0014327472,50
A0014327522,A,0014327522,50
A0014327779,A,0014327779,32
A0014327811,A,0014327811,32
A0014328033,A,0014328033,222
A0014328710,A,0014328710,346
A0014329056,A,0014329056,198
A0014329254,A,0014329254,198
A0014329551,A,0014329551,133
A0014329684,A,0014329684,133
A0014331128,A,0014331128,362
A0014331490,A,0014331490,362
A0014332084,A,0014332084,594
A0014333959,A,0014333959,16
A0014333975,A,0014333975,16
A0014334056,A,0014334056,50
A0014334106,A,0014334106,50
A0014334924,A,0014334924,80
A0014335004,A,0014335004,80
A0014338453,A,0014338453,2311
A0014340764,A,0014340764,2311
A0014346258,A,0014346258,297
A0014346555,A,0014346555,297
A0014347967,A,0014347967,105
A0014348072,A,0014348072,105
A0014348783,A,0014348783,412
A0014349195,A,0014349195,412
A0014353353,A,0014353353,216
A0014353569,A,0014353569,216
A0014354260,A,0014354260,691
A0014357610,A,0014357610,190
A0014357800,A,0014357800,190
A0014358071,A,0014358071,50
A0014358121,A,0014358121,50
A0014358477,A,0014358477,91
A0014358568,A,0014358568,91
A0014359319,A,0014359319,751
A0014361208,A,0014361208,1889
A0014363246,A,0014363246,7
A0014363253,A,0014363253,7
A0014363477,A,0014363477,206
A0014363683,A,0014363683,50
A0014363733,A,0014363733,50
A0014380687,A,0014380687,149
A0014380836,A,0014380836,57
A0014380893,A,0014380893,50
A0014380943,A,0014380943,50
A0014381115,A,0014381115,172
A0014381289,A,0014381289,24
A0014381313,A,0014381313,24
A0014381743,A,0014381743,7
A0014381750,A,0014381750,7
A0014382253,A,0014382253,323
A0014382576,A,0014382576,157
A0014382733,A,0014382733,157
A0014382964,A,0014382964,231
A0014383319,A,0014383319,355
A0014385330,A,0014385330,249
A0014385579,A,0014385579,249
A0014387476,A,0014387476,472
A0014387948,A,0014387948,229
A0014388177,A,0014388177,123
A0014388300,A,0014388300,123
A0014388540,A,0014388540,240
A0014389043,A,0014389043,99
A0014389142,A,0014389142,99
A0014389357,A,0014389357,215
A0014390207,A,0014390207,570
A0014390777,A,0014390777,287
A0014391064,A,0014391064,287
A0014391536,A,0014391536,206
A0014391742,A,0014391742,41
A0014391783,A,0014391783,41
A0014392047,A,0014392047,198
A0014392245,A,0014392245,198
A0014392666,A,0014392666,24
A0014392690,A,0014392690,24
A0014392716,A,0014392716,24
A0014392740,A,0014392740,24
A0014392856,A,0014392856,116
A0014393060,A,0014393060,18
A0014393078,A,0014393078,18
A0014393151,A,0014393151,73
A0014393250,A,0014393250,99
A0014393425,A,0014393425,16
A0014393441,A,0014393441,16
A0014393516,A,0014393516,49
A0014393565,A,0014393565,42
A0014393607,A,0014393607,42
A0014393714,A,0014393714,107
A0014393847,A,0014393847,133
A0014395560,A,0014395560,274
A0014395834,A,0014395834,274
A0014396139,A,0014396139,49
A0014396188,A,0014396188,49
A0014396279,A,0014396279,16
A0014396295,A,0014396295,16
A0014396329,A,0014396329,34
A0014404743,A,0014404743,215
A0014404958,A,0014404958,47
A0014405005,A,0014405005,47
A0014405153,A,0014405153,148
A0014405369,A,0014405369,216
A0014406011,A,0014406011,75
A0014406086,A,0014406086,75
A0014406474,A,0014406474,8
A0014406482,A,0014406482,8
A0014406698,A,0014406698,216
A0014407498,A,0014407498,675
A0014408173,A,0014408173,662
A0014408835,A,0014408835,662
A0014409734,A,0014409734,107
A0014409841,A,0014409841,41
A0014409882,A,0014409882,41
A0014410302,A,0014410302,420
A0014411037,A,0014411037,15
A0014411052,A,0014411052,8
A0014411060,A,0014411060,8
A0014412183,A,0014412183,83
A0014412266,A,0014412266,83
A0014412514,A,0014412514,34
A0014412548,A,0014412548,34
A0014412613,A,0014412613,8
A0014412621,A,0014412621,8
A0014412662,A,0014412662,41
A0014413066,A,0014413066,58
A0014413124,A,0014413124,58
A0014413249,A,0014413249,125
A0014413686,A,0014413686,133
A0014413819,A,0014413819,133
A0014414031,A,0014414031,212
A0014414585,A,0014414585,461
A0014415046,A,0014415046,461
A0014418438,A,0014418438,1063
A0014419501,A,0014419501,26
A0014419527,A,0014419527,26
A0014419717,A,0014419717,16
A0014419733,A,0014419733,16
A0014420061,A,0014420061,125
A0014420186,A,0014420186,16
A0014420202,A,0014420202,16
A0014420376,A,0014420376,174
A0014421077,A,0014421077,16
A0014421093,A,0014421093,16
A0014421184,A,0014421184,91
A0014421275,A,0014421275,91
A0014422398,A,0014422398,57
A0014422455,A,0014422455,57
A0014422687,A,0014422687,232
A0014423594,A,0014423594,34
A0014423628,A,0014423628,34
A0014424725,A,0014424725,224
A0014424949,A,0014424949,80
A0014425029,A,0014425029,80
A0014425284,A,0014425284,255
A0014425805,A,0014425805,65
A0014425870,A,0014425870,65
A0014426555,A,0014426555,34
A0014426589,A,0014426589,8
A0014426597,A,0014426597,8
A0014426787,A,0014426787,24
A0014426811,A,0014426811,24
A0014426977,A,0014426977,139
A0014427116,A,0014427116,8
A0014427124,A,0014427124,8
A0014427215,A,0014427215,91
A0014427843,A,0014427843,628
A0014431175,A,0014431175,42
A0014431217,A,0014431217,42
A0014431449,A,0014431449,232
A0014432918,A,0014432918,683
A0014433601,A,0014433601,224
A0014433825,A,0014433825,224
A0014434609,A,0014434609,123
A0014434732,A,0014434732,123
A0014435218,A,0014435218,281
A0014435499,A,0014435499,281
A0014437230,A,0014437230,249
A0014437479,A,0014437479,107
A0014437586,A,0014437586,107
A0014437750,A,0014437750,133
A0014437883,A,0014437883,133
A0014438287,A,0014438287,50
A0014438337,A,0014438337,23
A0014438360,A,0014438360,18
A0014438378,A,0014438378,18
A0014438444,A,0014438444,66
A0014439327,A,0014439327,239
A0014439566,A,0014439566,239
A0014439863,A,0014439863,297
A0014440499,A,0014440499,636
A0014442172,A,0014442172,456
A0014442628,A,0014442628,99
A0014442727,A,0014442727,99
A0014442974,A,0014442974,115
A0014443089,A,0014443089,115
A0014453534,A,0014453534,190
A0014453724,A,0014453724,190
A0014458012,A,0014458012,554
A0014458566,A,0014458566,198
A0014458764,A,0014458764,16
A0014458780,A,0014458780,16
A0014458921,A,0014458921,141
A0014459077,A,0014459077,115
A0014459192,A,0014459192,115
A0014461784,A,0014461784,2592
A0014464887,A,0014464887,1284
A0014466171,A,0014466171,50
A0014466221,A,0014466221,50
A0014466718,A,0014466718,91
A0014466809,A,0014466809,8
A0014466817,A,0014466817,8
A0014468821,A,0014468821,140
A0014468961,A,0014468961,140
A0014472161,A,0014472161,2129
A0014474290,A,0014474290,91
A0014474381,A,0014474381,75
A0014474456,A,0014474456,58
A0014474514,A,0014474514,58
A0014476741,A,0014476741,404
A0014477145,A,0014477145,65
A0014477210,A,0014477210,65
A0014477681,A,0014477681,462
A0014478143,A,0014478143,25
A0014478168,A,0014478168,25
A0014478218,A,0014478218,50
A0014480321,A,0014480321,125
A0014480446,A,0014480446,49
A0014480495,A,0014480495,42
A0014480537,A,0014480537,42
A0014481048,A,0014481048,511
A0014481907,A,0014481907,859
A0014483044,A,0014483044,703
A0014483747,A,0014483747,23
A0014483770,A,0014483770,23
A0014483812,A,0014483812,42
A0014485361,A,0014485361,1549
A0014487482,A,0014487482,1048
A0014488530,A,0014488530,83
A0014488613,A,0014488613,83
A0014489231,A,0014489231,67
A0014489298,A,0014489298,67
A0014489769,A,0014489769,107
A0014489876,A,0014489876,8
A0014489884,A,0014489884,8
A0014492201,A,0014492201,18
A0014492219,A,0014492219,18
A0014492391,A,0014492391,172
A0014492623,A,0014492623,99
A0014492722,A,0014492722,26
A0014492748,A,0014492748,26
A0014493944,A,0014493944,164
A0014494108,A,0014494108,164
A0014494405,A,0014494405,297
A0014495857,A,0014495857,1452
A0014500805,A,0014500805,230
A0014501035,A,0014501035,230
A0014501464,A,0014501464,16
A0014501480,A,0014501480,16
A0014501589,A,0014501589,109
A0014502066,A,0014502066,477
A0014503148,A,0014503148,99
A0014503247,A,0014503247,99
A0014503361,A,0014503361,114
A0014503536,A,0014503536,8
A0014503544,A,0014503544,8
A0014503700,A,0014503700,133
A0014503833,A,0014503833,41
A0014503874,A,0014503874,34
A0014503908,A,0014503908,34
A0014503957,A,0014503957,49
A0014504823,A,0014504823,75
A0014504898,A,0014504898,75
A0014505069,A,0014505069,16
A0014505085,A,0014505085,16
A0014505234,A,0014505234,8
A0014505242,A,0014505242,8
A0014505903,A,0014505903,661
A0014507552,A,0014507552,496
A0014508048,A,0014508048,231
A0014508279,A,0014508279,66
A0014508345,A,0014508345,33
A0014508378,A,0014508378,33
A0014508469,A,0014508469,91
A0014508626,A,0014508626,41
A0014508667,A,0014508667,41
A0014509277,A,0014509277,248
A0014509525,A,0014509525,16
A0014509541,A,0014509541,16
A0014509806,A,0014509806,16
A0014509822,A,0014509822,16
A0014510200,A,0014510200,190
A0014510390,A,0014510390,174
A0014510564,A,0014510564,174
A0014511000,A,0014511000,436
A0014512800,A,0014512800,158
A0014512958,A,0014512958,147
A0014513105,A,0014513105,147
A0014513576,A,0014513576,66
A0014513642,A,0014513642,66
A0014514079,A,0014514079,32
A0014514111,A,0014514111,32
A0014514194,A,0014514194,8
A0014514202,A,0014514202,8
A0014521264,A,0014521264,1436
A0014522700,A,0014522700,117
A0014522817,A,0014522817,24
A0014522841,A,0014522841,24
A0014522890,A,0014522890,34
A0014522924,A,0014522924,34
A0014523120,A,0014523120,196
A0014523344,A,0014523344,148
A0014523492,A,0014523492,125
A0014523617,A,0014523617,8
A0014523625,A,0014523625,8
A0014523773,A,0014523773,148
A0014524185,A,0014524185,224
A0014524409,A,0014524409,8
A0014524417,A,0014524417,8
A0014525158,A,0014525158,58
A0014525216,A,0014525216,49
A0014525265,A,0014525265,34
A0014525299,A,0014525299,34
A0014525521,A,0014525521,18
A0014525539,A,0014525539,18
A0014525570,A,0014525570,31
A0014525810,A,0014525810,41
A0014525851,A,0014525851,41
A0014526099,A,0014526099,172
A0014526271,A,0014526271,172
A0014526743,A,0014526743,57
A0014526800,A,0014526800,57
A0014527774,A,0014527774,287
A0014528061,A,0014528061,18
A0014528079,A,0014528079,18
A0014528301,A,0014528301,18
A0014528319,A,0014528319,18
A0014528814,A,0014528814,148
A0014528962,A,0014528962,148
A0014529242,A,0014529242,280
A0014531560,A,0014531560,34
A0014531594,A,0014531594,34
A0014531750,A,0014531750,156
A0014531990,A,0014531990,240
A0014532253,A,0014532253,141
A0014532394,A,0014532394,141
A0014532535,A,0014532535,8
A0014532543,A,0014532543,7
A0014532550,A,0014532550,7
A0014533657,A,0014533657,214
A0014533871,A,0014533871,214
A0014535298,A,0014535298,1427
A0014536924,A,0014536924,49
A0014536973,A,0014536973,49
A0014537138,A,0014537138,156
A0014537294,A,0014537294,156
A0014537492,A,0014537492,34
A0014537526,A,0014537526,16
A0014537542,A,0014537542,16
A0014538029,A,0014538029,31
A0014538060,A,0014538060,31
A0014538250,A,0014538250,190
A0014538482,A,0014538482,232
A0014538839,A,0014538839,114
A0014538953,A,0014538953,114
A0014539654,A,0014539654,8
A0014539662,A,0014539662,8
A0014539670,A,0014539670,8
A0014539712,A,0014539712,8
A0014539720,A,0014539720,8
A0014539738,A,0014539738,18
A0014539779,A,0014539779,32
A0014539811,A,0014539811,26
A0014539837,A,0014539837,15
A0014539852,A,0014539852,15
A0014540009,A,0014540009,157
A0014540181,A,0014540181,34
A0014540215,A,0014540215,8
A0014540223,A,0014540223,8
A0014540728,A,0014540728,239
A0014540967,A,0014540967,188
A0014541155,A,0014541155,58
A0014541213,A,0014541213,58
A0014541551,A,0014541551,338
A0014541965,A,0014541965,414
A0014542575,A,0014542575,16
A0014542591,A,0014542591,16
A0014542799,A,0014542799,57
A0014542856,A,0014542856,57
A0014542971,A,0014542971,18
A0014542989,A,0014542989,18
A0014543045,A,0014543045,41
A0014543086,A,0014543086,41
A0014543326,A,0014543326,33
A0014543359,A,0014543359,33
A0014543524,A,0014543524,125
A0014543649,A,0014543649,125
A0014546238,A,0014546238,445
A0014546683,A,0014546683,190
A0014546873,A,0014546873,190
A0014553317,A,0014553317,164
A0014553481,A,0014553481,117
A0014553598,A,0014553598,24
A0014553622,A,0014553622,24
A0014553770,A,0014553770,18
A0014553788,A,0014553788,18
A0014553853,A,0014553853,65
A0014553952,A,0014553952,8
A0014553960,A,0014553960,8
A0014554091,A,0014554091,18
A0014554109,A,0014554109,18
A0014554307,A,0014554307,198
A0014555999,A,0014555999,230
A0014556229,A,0014556229,198
A0014556427,A,0014556427,198
A0014557094,A,0014557094,667
A0014559082,A,0014559082,357
A0014559439,A,0014559439,190
A0014559629,A,0014559629,190
